ANZSRC 2020 Code,ANZSRC 2020 Name,ANZSRC 2008 Code,Partial Match,ANZSRC 2008 Name
321103,"""Cancer genetics""",111203,,"""Cancer Genetics"""
321104,"""Cancer therapy (excl. chemotherapy and radiation therapy)""",111204,,"""Cancer Therapy (excl. Chemotherapy and Radiation Therapy)"""
321105,"""Chemotherapy""",111205,,"""Chemotherapy"""
321106,"""Haematological tumours""",111206,,"""Haematological Tumours"""
321107,"""Liquid biopsies""",111201,p ,"""Cancer Cell Biology"""
321107,"""Liquid biopsies""",111202,p ,"""Cancer Diagnosis"""
321108,"""Molecular targets""",111207,,"""Molecular Targets"""
321109,"""Predictive and prognostic markers """,111201,p ,"""Cancer Cell Biology"""
321110,"""Radiation therapy""",111208,,"""Radiation Therapy"""
321111,"""Solid tumours""",111209,,"""Solid Tumours"""
321199,"""Oncology and carcinogenesis not elsewhere classified""",111299,,"""Oncology and Carcinogenesis not elsewhere classified"""
321201,"""Ophthalmology""",111301,,"""Ophthalmology"""
321202,"""Optical technology """,111302,,"""Optical Technology """
321203,"""Optometry""",111303,p ,"""Vision Science"""
321204,"""Vision science""",111303,p ,"""Vision Science"""
321299,"""Ophthalmology and optometry not elsewhere classified""",111399,p ,"""Ophthalmology and Optometry not elsewhere classified"""
321301,"""Adolescent health""",111403,p ,"""Paediatrics"""
321302,"""Infant and child health""",111403,p ,"""Paediatrics"""
321303,"""Neonatology""",111403,p ,"""Paediatrics"""
321399,"""Paediatrics not elsewhere classified""",111403,p ,"""Paediatrics"""
321401,"""Basic pharmacology """,111501,,"""Basic Pharmacology """
321402,"""Clinical pharmacology and therapeutics""",111502,,"""Clinical Pharmacology and Therapeutics"""
321403,"""Clinical pharmacy and pharmacy practice""",111503,,"""Clinical Pharmacy and Pharmacy Practice"""
321404,"""Pharmaceutical delivery technologies""",111504,p ,"""Pharmaceutical Sciences"""
321404,"""Pharmaceutical delivery technologies""",111599,p ,"""Pharmacology and Pharmaceutical Sciences not elsewhere classified"""
321405,"""Pharmaceutical sciences""",111504,p ,"""Pharmaceutical Sciences"""
321406,"""Pharmacogenomics""",111505,,"""Pharmacogenomics"""
321407,"""Toxicology (incl. clinical toxicology) """,111506,,"""Toxicology (incl. Clinical Toxicology) """
321499,"""Pharmacology and pharmaceutical sciences not elsewhere classified""",111599,p ,"""Pharmacology and Pharmaceutical Sciences not elsewhere classified"""
321501,"""Foetal development and medicine""",111401,,"""Foetal Development and Medicine"""
321502,"""Obstetrics and gynaecology """,111402,,"""Obstetrics and Gynaecology """
321503,"""Reproduction """,111404,,"""Reproduction """
321599,"""Reproductive medicine not elsewhere classified""",111499,,"""Paediatrics and Reproductive Medicine not elsewhere classified"""
329999,"""Other biomedical and clinical sciences not elsewhere classified""",119999,p ,"""Medical and Health Sciences not elsewhere classified"""
330101,"""Architectural computing and visualisation methods""",120101,p ,"""Architectural Design"""
330101,"""Architectural computing and visualisation methods""",120103,p ,"""Architectural History and Theory"""
330101,"""Architectural computing and visualisation methods""",120104,p ,"""Architectural Science and Technology (incl. Acoustics, Lighting, Structure and Ecologically Sustainable Design)"""
330102,"""Architectural design""",120101,p ,"""Architectural Design"""
330103,"""Architectural heritage and conservation""",120102,,"""Architectural Heritage and Conservation"""
330104,"""Architectural history, theory and criticism""",120103,p ,"""Architectural History and Theory"""
330105,"""Architectural science and technology """,120104,p ,"""Architectural Science and Technology (incl. Acoustics, Lighting, Structure and Ecologically Sustainable Design)"""
330106,"""Architecture for disaster relief""",120101,p ,"""Architectural Design"""
330106,"""Architecture for disaster relief""",120105,p ,"""Architecture Management"""
330107,"""Architecture management""",120105,p ,"""Architecture Management"""
330108,"""Interior design""",120106,,"""Interior Design"""
330109,"""Landscape architecture""",120107,,"""Landscape Architecture"""
330110,"""Sustainable architecture""",120101,p ,"""Architectural Design"""
330110,"""Sustainable architecture""",120104,p ,"""Architectural Science and Technology (incl. Acoustics, Lighting, Structure and Ecologically Sustainable Design)"""
330199,"""Architecture not elsewhere classified""",120199,,"""Architecture not elsewhere classified"""
330201,"""Automation and technology in building and construction """,120299,p ,"""Building not elsewhere classified"""
330202,"""Building construction management and project planning""",120201,p ,"""Building Construction Management and Project Planning"""
330203,"""Building industry studies""",120201,p ,"""Building Construction Management and Project Planning"""
330203,"""Building industry studies""",120203,p ,"""Quantity Surveying"""
330204,"""Building information modelling and management""",120201,p ,"""Building Construction Management and Project Planning"""
330204,"""Building information modelling and management""",120202,,"""Building Science and Techniques"""
330204,"""Building information modelling and management""",120203,p ,"""Quantity Surveying"""
330205,"""Building organisational studies""",120201,p ,"""Building Construction Management and Project Planning"""
330205,"""Building organisational studies""",120203,p ,"""Quantity Surveying"""
330206,"""Building science, technologies and systems""",120104,p ,"""Architectural Science and Technology (incl. Acoustics, Lighting, Structure and Ecologically Sustainable Design)"""
330207,"""Quantity surveying""",120203,p ,"""Quantity Surveying"""
330299,"""Building not elsewhere classified""",120299,p ,"""Building not elsewhere classified"""
330301,"""Data visualisation and computational (incl. parametric and generative) design """,120304,p ,"""Digital and Interaction Design"""
330302,"""Design anthropology""",120399,p ,"""Design Practice and Management not elsewhere classified"""
330303,"""Design for disaster relief""",120101,p ,"""Architectural Design"""
330303,"""Design for disaster relief""",120303,p ,"""Design Management and Studio and Professional Practice"""
330303,"""Design for disaster relief""",120399,p ,"""Design Practice and Management not elsewhere classified"""
330304,"""Design history, theory and criticism""",120301,,"""Design History and Theory"""
330305,"""Design management""",120303,p ,"""Design Management and Studio and Professional Practice"""
330306,"""Design practice and methods""",120303,p ,"""Design Management and Studio and Professional Practice"""
330307,"""Ergonomics design""",120305,p ,"""Industrial Design"""
330308,"""Fire safety design""",120101,p ,"""Architectural Design"""
330308,"""Fire safety design""",120104,p ,"""Architectural Science and Technology (incl. Acoustics, Lighting, Structure and Ecologically Sustainable Design)"""
330308,"""Fire safety design""",120305,p ,"""Industrial Design"""
330308,"""Fire safety design""",120399,p ,"""Design Practice and Management not elsewhere classified"""
330309,"""Industrial and product design""",120305,p ,"""Industrial Design"""
330310,"""Interaction and experience design """,120302,,"""Design Innovation"""
330310,"""Interaction and experience design """,120304,p ,"""Digital and Interaction Design"""
330311,"""Models and simulations of design""",120399,p ,"""Design Practice and Management not elsewhere classified"""
330312,"""Service design""",120304,p ,"""Digital and Interaction Design"""
330312,"""Service design""",120399,p ,"""Design Practice and Management not elsewhere classified"""
330313,"""Social design""",120304,p ,"""Digital and Interaction Design"""
330313,"""Social design""",120399,p ,"""Design Practice and Management not elsewhere classified"""
330314,"""Sustainable design""",120104,p ,"""Architectural Science and Technology (incl. Acoustics, Lighting, Structure and Ecologically Sustainable Design)"""
330315,"""Textile and fashion design""",120306,,"""Textile and Fashion Design"""
330316,"""Visual communication design (incl. graphic design)""",120307,,"""Visual Communication Design (incl. Graphic Design)"""
330399,"""Design not elsewhere classified""",120399,p ,"""Design Practice and Management not elsewhere classified"""
330401,"""Community planning""",120501,p ,"""Community Planning"""
330402,"""History and theory of the built environment (excl. architecture)""",120502,,"""History and Theory of the Built Environment (excl. Architecture)"""
330403,"""Housing markets, development and management""",120503,p ,"""Housing Markets, Development, Management"""
330404,"""Land use and environmental planning""",120504,p ,"""Land Use and Environmental Planning"""
330405,"""Public participation and community engagement""",120501,p ,"""Community Planning"""
330406,"""Regional analysis and development""",120505,p ,"""Regional Analysis and Development"""
330407,"""Regulatory planning and development assessment""",120504,p ,"""Land Use and Environmental Planning"""
330408,"""Strategic, metropolitan and regional planning""",120504,p ,"""Land Use and Environmental Planning"""
330408,"""Strategic, metropolitan and regional planning""",120505,p ,"""Regional Analysis and Development"""
330408,"""Strategic, metropolitan and regional planning""",120506,p ,"""Transport Planning"""
330408,"""Strategic, metropolitan and regional planning""",120507,p ,"""Urban Analysis and Development"""
330409,"""Transport planning""",120506,p ,"""Transport Planning"""
330410,"""Urban analysis and development""",120507,p ,"""Urban Analysis and Development"""
330411,"""Urban design""",120508,,"""Urban Design"""
330412,"""Urban informatics""",120503,p ,"""Housing Markets, Development, Management"""
330412,"""Urban informatics""",120507,p ,"""Urban Analysis and Development"""
330413,"""Urban planning and health""",120504,p ,"""Land Use and Environmental Planning"""
330499,"""Urban and regional planning not elsewhere classified""",120599,,"""Urban and Regional Planning not elsewhere classified"""
339999,"""Other built environment and design not elsewhere classified""",129999,,"""Built Environment and Design not elsewhere classified"""
340101,"""Analytical spectrometry""",030101,,"""Analytical Spectrometry"""
340102,"""Bioassays""",030104,,"""Immunological and Bioassay Methods """
340103,"""Electroanalytical chemistry""",030102,,"""Electroanalytical Chemistry"""
340104,"""Flow analysis""",030103,,"""Flow Analysis"""
340105,"""Instrumental methods (excl. immunological and bioassay methods)""",030105,,"""Instrumental Methods (excl. Immunological and Bioassay Methods)"""
340106,"""Metabolomic chemistry""",030108,p ,"""Separation Science """
340106,"""Metabolomic chemistry""",030401,p ,"""Biologically Active Molecules"""
340106,"""Metabolomic chemistry""",030499,p ,"""Medicinal and Biomolecular Chemistry not elsewhere classified"""
340107,"""Quality assurance, chemometrics, traceability and metrological chemistry""",030106,,"""Quality Assurance, Chemometrics, Traceability and Metrological Chemistry"""
340108,"""Sensor technology (incl. chemical aspects)""",030107,,"""Sensor Technology (Chemical aspects)"""
340109,"""Separation science """,030108,p ,"""Separation Science """
340199,"""Analytical chemistry not elsewhere classified""",030199,,"""Analytical Chemistry not elsewhere classified"""
340201,"""Bioinorganic chemistry """,030201,,"""Bioinorganic Chemistry """
340202,"""Crystallography""",030606,p ,"""Structural Chemistry and Spectroscopy"""
340203,"""F-block chemistry""",030202,,"""f-Block Chemistry"""
340204,"""Inorganic green chemistry""",030203,,"""Inorganic Green Chemistry"""
340205,"""Main group metal chemistry """,030204,,"""Main Group Metal Chemistry """
340206,"""Metal cluster chemistry""",030207,p ,"""Transition Metal Chemistry """
340206,"""Metal cluster chemistry""",039904,p ,"""Organometallic Chemistry """
340207,"""Metal organic frameworks""",030207,p ,"""Transition Metal Chemistry """
340207,"""Metal organic frameworks""",030302,p ,"""Nanochemistry and Supramolecular Chemistry"""
340207,"""Metal organic frameworks""",030306,p ,"""Synthesis of Materials"""
340208,"""Non-metal chemistry""",030205,,"""Non-metal Chemistry"""
340209,"""Organometallic chemistry """,039904,p ,"""Organometallic Chemistry """
340210,"""Solid state chemistry""",030206,p ,"""Solid State Chemistry"""
340211,"""Transition metal chemistry """,030207,p ,"""Transition Metal Chemistry """
340299,"""Inorganic chemistry not elsewhere classified """,030299,,"""Inorganic Chemistry not elsewhere classified """
340301,"""Inorganic materials (incl. nanomaterials)""",030206,p ,"""Solid State Chemistry"""
340301,"""Inorganic materials (incl. nanomaterials)""",030207,p ,"""Transition Metal Chemistry """
340301,"""Inorganic materials (incl. nanomaterials)""",030301,p ,"""Chemical Characterisation of Materials"""
340301,"""Inorganic materials (incl. nanomaterials)""",030302,p ,"""Nanochemistry and Supramolecular Chemistry"""
340301,"""Inorganic materials (incl. nanomaterials)""",030306,p ,"""Synthesis of Materials"""
340302,"""Macromolecular materials""",030301,p ,"""Chemical Characterisation of Materials"""
340302,"""Macromolecular materials""",030304,p ,"""Physical Chemistry of Materials"""
